Outlet_ID,Trade_Spend_Allocation_LKR
OUT_08658,2550.0
OUT_07335,2550.0
OUT_02445,2550.0
OUT_03074,2550.0
OUT_08206,2550.0
OUT_03213,2550.0
OUT_06327,2550.0
OUT_08083,2550.0
OUT_03018,2550.0
OUT_07879,2550.0
OUT_07243,2550.0
OUT_03849,2550.0
OUT_02546,2550.0
OUT_07144,2550.0
OUT_05250,2550.0
OUT_07845,2550.0
OUT_05778,2550.0
OUT_00333,2550.0
OUT_01307,2550.0
OUT_07148,2550.0
OUT_08217,2550.0
OUT_07204,2550.0
OUT_06212,2550.0
OUT_04442,2550.0
OUT_02836,2550.0
OUT_06933,2550.0
OUT_07285,2550.0
OUT_08442,2550.0
OUT_04734,2550.0
OUT_04621,2550.0
OUT_05248,2550.0
OUT_03567,2550.0
OUT_05057,2550.0
OUT_05914,2550.0
OUT_02932,2550.0
OUT_08437,2550.0
OUT_05455,2550.0
OUT_00856,2550.0
OUT_01477,2550.0
OUT_05575,2550.0
OUT_06803,2550.0
OUT_08382,2550.0
OUT_01207,2550.0
OUT_00792,2550.0
OUT_00924,2550.0
OUT_04174,2550.0
OUT_03957,2550.0
OUT_03186,2550.0
OUT_04846,2550.0
OUT_04299,2550.0
OUT_01603,2550.0
OUT_08956,2550.0
OUT_04507,2550.0
OUT_04261,2550.0
OUT_03330,2550.0
OUT_00691,2550.0
OUT_00196,2550.0
OUT_01512,2550.0
OUT_02212,2550.0
OUT_05410,2550.0
OUT_03125,2550.0
OUT_08605,2550.0
OUT_05696,2550.0
OUT_00130,2550.0
OUT_06176,2550.0
OUT_04308,2550.0
OUT_01085,2550.0
OUT_03724,2550.0
OUT_08129,2550.0
OUT_06485,2550.0
OUT_07413,2550.0
OUT_02636,2550.0
OUT_02358,2550.0
OUT_05495,2550.0
OUT_00799,2550.0
OUT_06615,2550.0
OUT_02376,2550.0
OUT_03212,2550.0
OUT_04939,2550.0
OUT_07492,2550.0
OUT_08025,2550.0
OUT_08827,2550.0
OUT_07048,2550.0
OUT_00952,2550.0
OUT_00032,2550.0
OUT_03893,2550.0
OUT_07582,2550.0
OUT_05538,2550.0
OUT_04708,2550.0
OUT_05592,2550.0
OUT_07467,2550.0
OUT_08090,2550.0
OUT_07187,2550.0
OUT_00454,2550.0
OUT_03230,2550.0
OUT_05759,2550.0
OUT_06906,2550.0
OUT_02804,2550.0
OUT_04183,2550.0
OUT_07893,2550.0
OUT_08247,2550.0
OUT_00001,2550.0
OUT_00255,2550.0
OUT_05691,2550.0
OUT_05885,2550.0
OUT_04678,2550.0
OUT_02313,2550.0
OUT_02482,2550.0
OUT_04720,2550.0
OUT_08673,2550.0
OUT_00815,2550.0
OUT_07577,2550.0
OUT_04342,2550.0
OUT_07911,2550.0
OUT_06510,2550.0
OUT_03355,2550.0
OUT_05647,2550.0
OUT_05156,2550.0
OUT_07396,2550.0
OUT_04836,2550.0
OUT_07795,2550.0
OUT_08719,2550.0
OUT_07791,2550.0
OUT_08032,2550.0
OUT_07408,2550.0
OUT_08474,2550.0
OUT_04466,2550.0
OUT_00045,2550.0
OUT_01660,2550.0
OUT_02759,2550.0
OUT_03850,2550.0
OUT_05117,2550.0
OUT_01780,2550.0
OUT_02824,2550.0
OUT_02865,2550.0
OUT_05756,2550.0
OUT_00497,2550.0
OUT_04817,2550.0
OUT_06826,2550.0
OUT_05005,2550.0
OUT_02714,2550.0
OUT_06049,2550.0
OUT_02312,2550.0
OUT_06361,2550.0
OUT_00190,2550.0
OUT_05159,2550.0
OUT_03358,2550.0
OUT_01409,2550.0
OUT_05056,2550.0
OUT_07310,2550.0
OUT_01593,2550.0
OUT_04402,2550.0
OUT_02294,2550.0
OUT_02026,2550.0
OUT_01844,2550.0
OUT_08677,2550.0
OUT_05253,2550.0
OUT_08666,2550.0
OUT_06453,2550.0
OUT_03031,2550.0
OUT_08537,2550.0
OUT_02792,2550.0
OUT_04903,2550.0
OUT_07519,2550.0
OUT_00881,2550.0
OUT_08333,2550.0
OUT_03388,2550.0
OUT_01099,2550.0
OUT_04641,2550.0
OUT_04755,2550.0
OUT_05029,2550.0
OUT_00052,2550.0
OUT_08979,2550.0
OUT_00951,2550.0
OUT_00442,2550.0
OUT_03906,2550.0
OUT_08865,2550.0
OUT_04384,2550.0
OUT_08119,2550.0
OUT_06647,2550.0
OUT_03764,2550.0
OUT_01006,2550.0
OUT_01709,2550.0
OUT_04607,2550.0
OUT_08764,2550.0
OUT_06462,2550.0
OUT_04293,2550.0
OUT_06170,2550.0
OUT_02328,2550.0
OUT_07980,2550.0
OUT_00291,2550.0
OUT_03591,2550.0
OUT_02242,2550.0
OUT_03206,2550.0
OUT_05743,2550.0
OUT_01506,2550.0
OUT_07944,2550.0
OUT_04835,2550.0
OUT_06050,2550.0
OUT_02541,2550.0
OUT_00364,2550.0
OUT_07008,2550.0
OUT_08233,2550.0
OUT_06367,2550.0
OUT_06065,2550.0
OUT_07322,2550.0
OUT_08958,2550.0
OUT_07527,2550.0
OUT_03174,2550.0
OUT_00051,2550.0
OUT_06299,2550.0
OUT_02858,2550.0
OUT_06586,2550.0
OUT_06277,2550.0
OUT_02176,2550.0
OUT_08875,2550.0
OUT_06629,2550.0
OUT_07626,2550.0
OUT_02578,2550.0
OUT_06665,2550.0
OUT_01495,2550.0
OUT_06764,2550.0
OUT_00907,2550.0
OUT_00104,2550.0
OUT_02099,2550.0
OUT_08744,2550.0
OUT_02753,2550.0
OUT_00366,2550.0
OUT_07643,2550.0
OUT_02365,2550.0
OUT_05292,2550.0
OUT_01886,2550.0
OUT_02225,2550.0
OUT_06127,2550.0
OUT_01279,2550.0
OUT_02314,2550.0
OUT_03239,2550.0
OUT_07061,2550.0
OUT_02745,2550.0
OUT_06818,2550.0
OUT_08243,2550.0
OUT_06561,2550.0
OUT_04477,2550.0
OUT_08705,2550.0
OUT_08785,2550.0
OUT_00356,2550.0
OUT_04444,2550.0
OUT_00358,2550.0
OUT_02392,2550.0
OUT_02969,2550.0
OUT_01784,2550.0
OUT_04368,2550.0
OUT_08565,2550.0
OUT_04282,2550.0
OUT_03781,2550.0
OUT_08007,2550.0
OUT_01078,2550.0
OUT_06088,2550.0
OUT_04575,2550.0
OUT_01352,2550.0
OUT_03964,2550.0
OUT_00762,2550.0
OUT_08179,2550.0
OUT_02892,2550.0
OUT_00072,2550.0
OUT_08577,2550.0
OUT_05022,2550.0
OUT_04161,2550.0
OUT_06523,2550.0
OUT_05333,2550.0
OUT_00876,2550.0
OUT_00060,2550.0
OUT_00604,2550.0
OUT_03570,2550.0
OUT_02508,2550.0
OUT_04413,2550.0
OUT_05270,2550.0
OUT_06760,2550.0
OUT_05988,2550.0
OUT_05239,2550.0
OUT_06915,2550.0
OUT_05884,2550.0
OUT_04706,2550.0
OUT_00179,2550.0
OUT_03228,2550.0
OUT_05185,2550.0
OUT_08999,2550.0
OUT_04941,2550.0
OUT_04599,2550.0
OUT_00639,2550.0
OUT_00054,2550.0
OUT_08026,2550.0
OUT_00592,2550.0
OUT_04104,2550.0
OUT_03386,2550.0
OUT_07089,2550.0
OUT_02303,2550.0
OUT_07195,2550.0
OUT_08362,2550.0
OUT_00506,2550.0
OUT_04731,2550.0
OUT_06643,2550.0
OUT_04729,2550.0
OUT_06197,2550.0
OUT_07081,2550.0
OUT_07233,2550.0
OUT_08906,2550.0
OUT_05736,2550.0
OUT_06250,2550.0
OUT_01236,2550.0
OUT_06602,2550.0
OUT_07914,2550.0
OUT_05657,2550.0
OUT_08169,2550.0
OUT_08721,2550.0
OUT_08029,2550.0
OUT_07151,2550.0
OUT_01100,2550.0
OUT_08997,2550.0
OUT_06839,2550.0
OUT_04808,2550.0
OUT_00125,2550.0
OUT_04583,2550.0
OUT_00764,2550.0
OUT_00870,2550.0
OUT_07298,2550.0
OUT_00113,2550.0
OUT_08262,2550.0
OUT_08252,2550.0
OUT_07455,2550.0
OUT_03564,2550.0
OUT_04659,2550.0
OUT_01293,2550.0
OUT_03533,2550.0
OUT_08885,2550.0
OUT_08789,2550.0
OUT_02104,2550.0
OUT_07720,2550.0
OUT_03184,2550.0
OUT_07041,2550.0
OUT_03359,2550.0
OUT_05470,2550.0
OUT_07572,2550.0
OUT_06880,2550.0
OUT_01725,2550.0
OUT_00841,2550.0
OUT_08135,2550.0
OUT_08165,2550.0
OUT_03133,2550.0
OUT_04873,2550.0
OUT_06444,2550.0
OUT_07512,2550.0
OUT_07317,2550.0
OUT_02562,2550.0
OUT_06215,2550.0
OUT_00186,2550.0
OUT_05937,2550.0
OUT_01244,2550.0
OUT_02422,2550.0
OUT_03829,2550.0
OUT_07940,2550.0
OUT_01461,2550.0
OUT_05667,2550.0
OUT_06863,2550.0
OUT_00524,2550.0
OUT_00250,2550.0
OUT_02681,2550.0
OUT_04888,2550.0
OUT_02458,2550.0
OUT_02510,2550.0
OUT_04812,2550.0
OUT_07391,2550.0
OUT_04897,2550.0
OUT_04276,2550.0
OUT_04092,2550.0
OUT_00070,2550.0
OUT_07143,2550.0
OUT_00402,2550.0
OUT_04872,2550.0
OUT_02594,2550.0
OUT_02956,2550.0
OUT_03529,2550.0
OUT_02604,2550.0
OUT_01473,2550.0
OUT_05256,2550.0
OUT_01875,2550.0
OUT_07831,2550.0
OUT_01528,2550.0
OUT_02341,2550.0
OUT_01764,2550.0
OUT_08756,2550.0
OUT_07810,2550.0
OUT_00903,2550.0
OUT_05478,2550.0
OUT_01272,2550.0
OUT_00219,2550.0
OUT_07321,2550.0
OUT_07928,2550.0
OUT_07927,2550.0
OUT_06437,2550.0
OUT_01075,2550.0
OUT_04879,2550.0
OUT_05782,2550.0
OUT_01807,2550.0
OUT_07219,2550.0
OUT_07496,2550.0
OUT_08708,2550.0
OUT_00606,2550.0
OUT_04925,2550.0
OUT_05258,2550.0
OUT_06545,2550.0
OUT_05223,2550.0
OUT_04679,2550.0
OUT_01747,2550.0
OUT_06262,2550.0
OUT_06996,2550.0
OUT_07658,2550.0
OUT_00663,2550.0
OUT_08099,2550.0
OUT_02321,2550.0
OUT_00112,2550.0
OUT_08331,2550.0
OUT_07970,2550.0
OUT_03454,2550.0
OUT_07141,2550.0
OUT_00215,2550.0
OUT_04884,2550.0
OUT_08840,2550.0
OUT_02697,2550.0
OUT_06285,2550.0
OUT_08138,2550.0
OUT_00328,2550.0
OUT_00017,2550.0
OUT_00781,2550.0
OUT_01559,2550.0
OUT_05095,2550.0
OUT_04158,2550.0
OUT_00381,2550.0
OUT_04236,2550.0
OUT_03296,2550.0
OUT_07786,2550.0
OUT_07258,2550.0
OUT_05231,2550.0
OUT_07985,2550.0
OUT_08634,2550.0
OUT_00865,2550.0
OUT_03616,2550.0
OUT_04600,2550.0
OUT_07414,2550.0
OUT_01838,2550.0
OUT_06993,2550.0
OUT_00131,2550.0
OUT_08953,2550.0
OUT_03373,2550.0
OUT_08062,2550.0
OUT_06888,2550.0
OUT_01930,2550.0
OUT_08178,2550.0
OUT_03371,2550.0
OUT_07411,2550.0
OUT_01320,2550.0
OUT_00867,2550.0
OUT_02794,2550.0
OUT_00105,2550.0
OUT_00600,2550.0
OUT_01546,2550.0
OUT_00417,2550.0
OUT_00135,2550.0
OUT_08061,2550.0
OUT_03498,2550.0
OUT_06797,2550.0
OUT_01643,2550.0
OUT_04032,2550.0
OUT_02404,2550.0
OUT_02165,2550.0
OUT_02177,2550.0
OUT_05852,2550.0
OUT_06387,2550.0
OUT_00152,2550.0
OUT_07113,2550.0
OUT_00521,2550.0
OUT_02936,2550.0
OUT_03651,2550.0
OUT_03741,2550.0
OUT_03611,2550.0
OUT_08556,2550.0
OUT_01701,2550.0
OUT_07713,2550.0
OUT_04781,2550.0
OUT_01032,2550.0
OUT_00782,2550.0
OUT_08699,2550.0
OUT_00857,2550.0
OUT_07956,2550.0
OUT_00160,2550.0
OUT_08292,2550.0
OUT_00591,2550.0
OUT_08647,2550.0
OUT_01472,2550.0
OUT_00284,2550.0
OUT_00099,2550.0
OUT_07590,2550.0
OUT_06379,2550.0
OUT_01369,2550.0
OUT_04453,2550.0
OUT_02652,2550.0
OUT_00117,2550.0
OUT_06161,2550.0
OUT_03569,2550.0
OUT_02616,2550.0
OUT_01825,2550.0
OUT_08581,2550.0
OUT_01629,2550.0
OUT_01712,2550.0
OUT_03421,2550.0
OUT_05692,2550.0
OUT_04383,2550.0
OUT_01488,2550.0
OUT_06600,2550.0
OUT_00128,2550.0
OUT_01803,2550.0
OUT_03988,2550.0
OUT_02459,2550.0
OUT_03219,2550.0
OUT_02501,2550.0
OUT_00367,2550.0
OUT_06265,2550.0
OUT_04979,2550.0
OUT_04289,2550.0
OUT_03418,2550.0
OUT_02000,2550.0
OUT_01937,2550.0
OUT_06460,2550.0
OUT_08637,2550.0
OUT_08159,2550.0
OUT_06720,2550.0
OUT_04497,2550.0
OUT_07671,2550.0
OUT_06266,2550.0
OUT_04260,2550.0
OUT_07305,2550.0
OUT_08493,2550.0
OUT_07236,2550.0
OUT_02520,2550.0
OUT_01820,2550.0
OUT_07625,2550.0
OUT_03803,2550.0
OUT_06956,2550.0
OUT_00973,2550.0
OUT_03678,2550.0
OUT_07792,2550.0
OUT_08604,2550.0
OUT_08438,2550.0
OUT_08592,2550.0
OUT_01133,2550.0
OUT_05882,2550.0
OUT_05544,2550.0
OUT_02822,2550.0
OUT_04056,2550.0
OUT_08081,2550.0
OUT_07332,2550.0
OUT_02295,2550.0
OUT_00167,2550.0
OUT_01588,2550.0
OUT_01887,2550.0
OUT_02538,2550.0
OUT_07533,2550.0
OUT_02059,2550.0
OUT_06677,2550.0
OUT_08173,2550.0
OUT_00146,2550.0
OUT_07918,2550.0
OUT_05956,2550.0
OUT_08388,2550.0
OUT_02515,2550.0
OUT_02997,2550.0
OUT_00121,2550.0
OUT_00677,2550.0
OUT_05889,2550.0
OUT_00689,2550.0
OUT_04634,2550.0
OUT_08929,2550.0
OUT_03592,2550.0
OUT_04889,2550.0
OUT_07804,2550.0
OUT_01346,2550.0
OUT_02830,2550.0
OUT_00589,2550.0
OUT_00682,2550.0
OUT_03155,2550.0
OUT_05112,2550.0
OUT_08458,2550.0
OUT_03986,2550.0
OUT_01058,2550.0
OUT_02950,2550.0
OUT_00664,2550.0
OUT_04612,2550.0
OUT_03345,2550.0
OUT_08916,2550.0
OUT_02187,2550.0
OUT_08187,2550.0
OUT_06832,2550.0
OUT_05537,2550.0
OUT_05062,2550.0
OUT_04553,2550.0
OUT_06356,2550.0
OUT_07161,2550.0
OUT_06914,2550.0
OUT_03989,2550.0
OUT_02902,2550.0
OUT_02832,2550.0
OUT_06420,2550.0
OUT_06026,2550.0
OUT_04605,2550.0
OUT_04226,2550.0
OUT_05845,2550.0
OUT_07857,2550.0
OUT_07760,2550.0
OUT_02895,2550.0
OUT_03101,2550.0
OUT_03862,2550.0
OUT_02966,2550.0
OUT_07679,2550.0
OUT_05134,2550.0
OUT_05757,2550.0
OUT_08931,2550.0
OUT_02841,2550.0
OUT_03610,2550.0
OUT_04133,2550.0
OUT_06454,2550.0
OUT_00847,2550.0
OUT_02986,2550.0
OUT_05968,2550.0
OUT_00084,2550.0
OUT_03667,2550.0
OUT_00788,2550.0
OUT_01357,2550.0
OUT_02204,2550.0
OUT_04105,2550.0
OUT_04136,2550.0
OUT_03316,2550.0
OUT_00202,2550.0
OUT_00307,2550.0
OUT_08046,2550.0
OUT_00913,2550.0
OUT_05072,2550.0
OUT_04830,2550.0
OUT_08452,2550.0
OUT_04232,2550.0
OUT_01965,2550.0
OUT_04086,2550.0
OUT_08234,2550.0
OUT_03634,2550.0
OUT_08049,2550.0
OUT_01861,2550.0
OUT_01074,2550.0
OUT_05815,2550.0
OUT_00504,2550.0
OUT_05304,2550.0
OUT_07183,2550.0
OUT_06287,2550.0
OUT_00645,2550.0
OUT_03077,2550.0
OUT_03982,2550.0
OUT_01868,2550.0
OUT_00275,2550.0
OUT_04997,2550.0
OUT_08260,2550.0
OUT_01146,2550.0
OUT_07138,2550.0
OUT_05129,2550.0
OUT_07736,2550.0
OUT_00222,2550.0
OUT_01277,2550.0
OUT_04020,2550.0
OUT_06268,2550.0
OUT_04372,2550.0
OUT_02457,2550.0
OUT_07892,2550.0
OUT_00214,2550.0
OUT_00947,2550.0
OUT_07943,2550.0
OUT_07149,2550.0
OUT_08812,2550.0
OUT_06591,2550.0
OUT_03765,2550.0
OUT_06205,2550.0
OUT_04472,2550.0
OUT_01953,2550.0
OUT_07536,2550.0
OUT_01757,2550.0
OUT_03458,2550.0
OUT_08167,2550.0
OUT_07053,2550.0
OUT_02359,2550.0
OUT_04581,2550.0
OUT_01090,2550.0
OUT_00029,2550.0
OUT_08030,2550.0
OUT_04227,2550.0
OUT_08205,2550.0
OUT_07688,2550.0
OUT_04887,2550.0
OUT_01094,2550.0
OUT_06631,2550.0
OUT_08913,2550.0
OUT_01210,2550.0
OUT_08483,2550.0
OUT_00344,2550.0
OUT_08464,2550.0
OUT_06628,2550.0
OUT_08037,2550.0
OUT_04128,2550.0
OUT_08330,2550.0
OUT_01741,2550.0
OUT_07781,2550.0
OUT_06381,2550.0
OUT_00734,2550.0
OUT_02596,2550.0
OUT_06016,2550.0
OUT_03818,2550.0
OUT_07101,2550.0
OUT_03435,2550.0
OUT_06902,2550.0
OUT_08819,2550.0
OUT_08777,2550.0
OUT_07009,2550.0
OUT_02186,2550.0
OUT_02761,2550.0
OUT_03684,2550.0
OUT_04772,2550.0
OUT_00115,2550.0
OUT_01827,2550.0
OUT_00254,2550.0
OUT_05803,2550.0
OUT_05572,2550.0
OUT_08427,2550.0
OUT_00905,2550.0
OUT_00013,2550.0
OUT_02930,2550.0
OUT_00124,2550.0
OUT_00508,2550.0
OUT_05656,2550.0
OUT_04031,2550.0
OUT_02046,2550.0
OUT_04211,2550.0
OUT_05004,2550.0
OUT_03081,2550.0
OUT_00074,2550.0
OUT_04029,2550.0
OUT_05906,2550.0
OUT_03142,2550.0
OUT_03869,2550.0
OUT_01284,2550.0
OUT_07329,2550.0
OUT_07240,2550.0
OUT_02962,2550.0
OUT_06820,2550.0
OUT_05471,2550.0
OUT_05960,2550.0
OUT_07002,2550.0
OUT_06538,2550.0
OUT_01619,2550.0
OUT_07456,2550.0
OUT_02517,2550.0
OUT_07739,2550.0
OUT_05552,2550.0
OUT_00158,2550.0
OUT_02440,2550.0
OUT_02531,2550.0
OUT_03605,2550.0
OUT_07445,2550.0
OUT_00322,2550.0
OUT_00332,2550.0
OUT_06704,2550.0
OUT_07485,2550.0
OUT_03866,2550.0
OUT_04425,2550.0
OUT_08436,2550.0
OUT_04070,2550.0
OUT_08818,2550.0
OUT_03907,2550.0
OUT_06489,2550.0
OUT_03119,2550.0
OUT_08412,2550.0
OUT_05633,2550.0
OUT_05025,2550.0
OUT_03503,2550.0
OUT_02201,2550.0
OUT_08226,2550.0
OUT_01035,2550.0
OUT_00649,2550.0
OUT_04396,2550.0
OUT_03493,2550.0
OUT_05287,2550.0
OUT_07596,2550.0
OUT_03745,2550.0
OUT_01375,2550.0
OUT_03524,2550.0
OUT_03208,2550.0
OUT_02466,2550.0
OUT_06763,2550.0
OUT_06904,2550.0
OUT_02665,2550.0
OUT_08704,2550.0
OUT_00431,2550.0
OUT_04423,2550.0
OUT_08257,2550.0
OUT_08881,2550.0
OUT_08841,2550.0
OUT_03963,2550.0
OUT_01052,2550.0
OUT_00062,2550.0
OUT_00736,2550.0
OUT_06193,2550.0
OUT_07644,2550.0
OUT_07122,2550.0
OUT_05829,2550.0
OUT_03635,2550.0
OUT_01349,2550.0
OUT_05051,2550.0
OUT_04122,2550.0
OUT_07392,2550.0
OUT_00751,2550.0
OUT_07203,2550.0
OUT_02943,2550.0
OUT_02864,2550.0
OUT_06075,2550.0
OUT_04758,2550.0
OUT_03450,2550.0
OUT_06815,2550.0
OUT_05838,2550.0
OUT_03959,2550.0
OUT_01679,2550.0
OUT_04059,2550.0
OUT_08904,2550.0
OUT_08532,2550.0
OUT_03287,2550.0
OUT_06663,2550.0
OUT_04875,2550.0
OUT_06954,2550.0
OUT_03676,2550.0
OUT_05045,2550.0
OUT_00613,2550.0
OUT_04667,2550.0
OUT_07725,2550.0
OUT_04139,2550.0
OUT_08222,2550.0
OUT_00614,2550.0
OUT_07681,2550.0
OUT_04785,2550.0
OUT_04154,2550.0
OUT_04048,2550.0
OUT_07498,2550.0
OUT_00909,2550.0
OUT_00486,2550.0
OUT_06045,2550.0
OUT_01521,2550.0
OUT_03694,2550.0
OUT_05855,2550.0
OUT_00208,2550.0
OUT_06192,2550.0
OUT_00082,2550.0
OUT_05948,2550.0
OUT_05354,2550.0
OUT_08368,2550.0
OUT_05679,2550.0
OUT_01283,2550.0
OUT_05997,2550.0
OUT_08823,2550.0
OUT_05581,2550.0
OUT_08120,2550.0
OUT_05428,2550.0
OUT_00609,2550.0
OUT_07581,2550.0
OUT_03406,2550.0
OUT_02734,2550.0
OUT_08092,2550.0
OUT_00616,2550.0
OUT_07773,2550.0
OUT_01366,2550.0
OUT_02601,2550.0
OUT_04795,2550.0
OUT_03536,2550.0
OUT_03748,2550.0
OUT_02686,2550.0
OUT_04803,2550.0
OUT_05887,2550.0
OUT_04589,2550.0
OUT_02871,2550.0
OUT_05619,2550.0
OUT_05387,2550.0
OUT_03861,2550.0
OUT_02446,2550.0
OUT_00789,2550.0
OUT_06895,2550.0
OUT_06370,2550.0
OUT_04094,2550.0
OUT_03655,2550.0
OUT_03251,2550.0
OUT_02808,2550.0
OUT_04258,2550.0
OUT_06315,2550.0
OUT_03217,2550.0
OUT_07935,2550.0
OUT_00823,2550.0
OUT_03096,2550.0
OUT_02078,2550.0
OUT_03075,2550.0
OUT_08784,2550.0
OUT_01448,2550.0
OUT_04153,2550.0
OUT_07920,2550.0
OUT_08692,2550.0
OUT_05128,2550.0
OUT_08681,2550.0
OUT_00047,2550.0
OUT_00803,2550.0
OUT_01631,2550.0
OUT_00145,2550.0
OUT_00430,2550.0
OUT_08258,2550.0
OUT_06626,2550.0
OUT_04610,2550.0
OUT_00965,2550.0
OUT_00590,2550.0
OUT_05754,2550.0
OUT_04143,2550.0
OUT_05776,2550.0
OUT_02581,2550.0
OUT_08730,2550.0
OUT_05245,2550.0
OUT_01563,2550.0
OUT_01419,2550.0
OUT_02077,2550.0
OUT_02219,2550.0
OUT_05543,2550.0
OUT_04665,2550.0
OUT_03311,2550.0
OUT_01220,2550.0
OUT_00169,2550.0
OUT_06375,2550.0
OUT_07834,2550.0
OUT_00449,2550.0
OUT_02813,2550.0
OUT_06738,2550.0
OUT_00011,2550.0
OUT_00269,2550.0
OUT_05023,2550.0
OUT_00380,2550.0
OUT_07614,2550.0
OUT_00644,2550.0
OUT_08400,2550.0
OUT_08273,2550.0
OUT_07241,2550.0
OUT_03431,2550.0
OUT_03499,2550.0
OUT_01851,2550.0
OUT_05281,2550.0
OUT_01894,2550.0
OUT_01605,2550.0
OUT_05850,2550.0
OUT_04052,2550.0
OUT_08190,2550.0
OUT_07575,2550.0
OUT_01367,2550.0
OUT_02989,2550.0
OUT_03059,2550.0
OUT_00925,2550.0
OUT_00335,2550.0
OUT_06886,2550.0
OUT_07313,2550.0
OUT_04802,2550.0
OUT_02860,2550.0
OUT_08177,2550.0
OUT_00210,2550.0
OUT_07826,2550.0
OUT_08552,2550.0
OUT_02421,2550.0
OUT_03804,2550.0
OUT_07245,2550.0
OUT_08767,2550.0
OUT_00912,2550.0
OUT_05372,2550.0
OUT_01554,2550.0
