Outlet_ID,province,uplift_gap_litres,composite_gravity_score,competition_density_score,roi_score,roi_rank,allocation_tier,recommended_spend_type,Trade_Spend_Allocation_LKR
OUT_00044,Western,1079.1626999999999,7.24,30.3,2.4962102070287537,42.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02034,Western,710.3991999999998,12.04,33.33,2.4914670457325947,43.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06718,Western,605.1187,12.49,30.3,2.414674940255591,44.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08526,Western,725.5355,17.39,51.52,2.4023347953160696,45.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00040,Western,1404.5931,6.33,36.36,2.3798378808886507,46.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04471,Western,519.6570999999999,19.75,42.42,2.363709747812068,47.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07505,Western,419.7924,20.76,36.36,2.3326793961456103,48.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00303,Western,530.9909,25.68,57.58,2.3277306780471148,49.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02083,Western,645.0204999999999,18.31,51.52,2.2487291231911644,50.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00398,Western,536.6432,13.97,33.33,2.18377672706088,51.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05984,Western,529.6843,31.26,75.76,2.157104119072433,52.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00684,Western,855.4160000000002,9.71,39.39,2.0564717405298345,53.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03165,Western,168.82979999999998,56.54,45.45,2.055034852960172,54.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06784,Western,220.69209999999998,40.01,42.42,2.0335999357438963,55.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06097,Western,549.9118000000001,21.59,57.58,2.026731949812223,56.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03312,Western,522.3318999999999,19.08,48.48,2.014165855295068,57.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07817,Western,602.9473,15.9,48.48,1.9375226495553761,58.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08218,Western,895.9803999999999,9.97,45.45,1.9231269296017222,59.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02765,Western,479.7776,14.86,36.36,1.9083231092077089,60.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00100,Western,546.4635,11.85,33.33,1.8862780294203318,61.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01440,Western,746.3972999999999,9.42,36.36,1.8819760615631689,62.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06922,Western,427.88399999999996,20.42,45.45,1.8810314919268027,63.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01203,Western,451.3344,16.81,39.39,1.878418238177767,64.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00076,Western,567.7094999999999,21.36,63.64,1.8759707487623758,65.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02758,Western,728.6268,10.88,42.42,1.8257622257024413,66.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02523,Western,199.72459999999995,42.26,45.45,1.8170853812701824,67.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07451,Western,462.1222,23.03,57.58,1.8167760781836804,68.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08761,Western,509.91740000000004,6.82,18.18,1.813157803962461,69.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00262,Western,487.3125,18.35,48.48,1.8072320887227165,70.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04249,Western,198.3979,42.28,45.45,1.8058693674919266,71.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02684,Western,416.2843,21.46,48.48,1.8054690941794667,72.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05071,Western,722.3268,10.63,42.42,1.7683864311377249,73.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06860,Western,510.93929999999995,12.9,36.36,1.7642176043897213,74.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02236,Western,700.2873,10.17,39.39,1.7632883983659322,75.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04640,Western,715.2994999999999,9.09,36.36,1.7403834194325478,76.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02243,Western,475.6782,20.24,54.55,1.7331641346534652,77.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03129,Western,428.9784,18.71,45.45,1.7279194540365987,78.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04033,Western,251.6166,27.25,39.39,1.6975866179747465,79.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03288,Western,263.3739,29.93,45.45,1.6970464643702905,80.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07156,Western,488.063,14.04,39.39,1.6965596731864325,81.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06568,Western,205.99059999999997,25.75,30.3,1.6946511022364215,82.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05166,Western,492.9245,10.67,30.3,1.6803528482428116,83.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00834,Western,218.62689999999998,40.11,51.52,1.6696734499238384,84.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08271,Western,517.8968,16.73,51.52,1.6497359984767708,85.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05804,Western,477.38910000000004,19.05,54.55,1.6371309369936995,86.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01499,Western,222.36270000000002,27.35,36.36,1.6278425709314779,87.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07440,Western,220.19559999999998,36.21,48.48,1.6114152538399351,88.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08541,Western,286.6614,29.37,51.52,1.6030550872048746,89.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05430,Western,813.0814,10.33,51.52,1.599225221249048,90.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04992,Western,408.82890000000003,11.0,27.27,1.5907739299610897,91.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04414,Western,468.4296,16.8,48.48,1.590464284559418,92.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00388,Western,516.7732000000001,11.49,36.36,1.589326570663812,93.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07617,Western,376.8565,14.45,33.33,1.586244225167492,94.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02135,Western,240.6361,20.57,30.3,1.5814327722044725,95.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05170,Western,477.9744,13.17,39.39,1.5585349957910377,96.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07967,Western,392.8642,30.39,75.76,1.5553860132881707,97.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00643,Western,155.6628,33.94,33.33,1.5389441980774834,98.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02028,Western,158.2708,62.43,63.64,1.5285962320544555,99.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07504,Western,694.4458,8.82,39.39,1.5164674315424609,100.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05523,Western,453.48139999999995,12.42,36.36,1.5075586156316916,101.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04449,Western,491.43369999999993,12.33,39.39,1.5002172619460261,102.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01932,Western,169.75420000000003,43.42,48.48,1.4896377049312857,103.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03911,Western,758.1117000000002,6.13,30.3,1.4847363325878598,104.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03891,Western,228.12169999999998,28.14,42.42,1.4784303634269917,105.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04702,Western,247.1345,24.06,39.39,1.4721604530824461,106.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03723,Western,503.46989999999994,11.74,39.39,1.4634158519435503,107.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01073,Western,513.5709999999999,5.41,18.18,1.4486022471324294,108.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08186,Western,450.2999,16.86,51.52,1.4455552768469153,109.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03910,Western,475.33590000000004,14.99,48.48,1.440033375303153,110.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05522,Western,201.56370000000004,22.35,30.3,1.4392807332268374,111.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02427,Western,240.53240000000002,36.6,60.61,1.4289053465346535,112.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02018,Western,184.7274,30.91,39.39,1.4136974335231494,113.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05233,Western,484.60640000000006,9.99,33.33,1.410200389163997,114.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06439,Western,811.5523000000003,6.99,39.39,1.4044938294132217,115.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07302,Western,181.1198,19.55,24.24,1.4028891006339146,116.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07362,Western,258.34819999999996,25.19,45.45,1.4010314656620018,117.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02890,Western,462.2512,15.89,51.52,1.3985475186595584,118.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01391,Western,548.0967,7.17,27.27,1.3901143753095153,119.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05716,Western,438.4626,7.98,24.24,1.3862644801901747,120.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04928,Western,134.7267,29.06,27.27,1.384916130880792,121.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04108,Western,568.556,8.95,36.36,1.3620385974304068,122.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06153,Western,68.5371,37.84,18.18,1.3521605130344108,123.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06650,Western,106.9203,43.22,33.33,1.3460807940576753,124.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05406,Western,181.25230000000002,36.65,48.48,1.3425417936540016,125.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05384,Western,512.7584,14.47,54.55,1.3356640950495051,126.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06243,Western,101.826,44.64,33.33,1.3240642703175065,127.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02740,Western,272.27139999999997,23.98,48.48,1.3195368172999191,128.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08884,Western,443.56589999999994,7.49,24.24,1.3162870804278926,129.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00337,Western,550.3559,10.94,45.45,1.2962095900968782,130.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05606,Western,684.9445999999998,6.47,33.33,1.290880152053597,131.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04737,Western,594.7136,7.99,36.36,1.271884813704497,132.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02133,Western,493.53400000000005,9.59,36.36,1.2668605620985012,133.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01197,Western,449.43000000000006,8.76,30.3,1.2578296485623004,134.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00094,Western,466.26709999999997,13.29,48.48,1.2523625220291026,135.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07390,Western,485.1938,6.51,24.24,1.2514309183835182,136.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02181,Western,541.0291,12.02,51.52,1.2382273004569686,137.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03809,Western,99.7515,53.87,42.42,1.2375894299861812,138.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03281,Western,755.9313999999999,7.06,42.42,1.2291284394288344,139.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05623,Western,110.47259999999999,38.08,33.33,1.2253995362656567,140.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01195,Western,238.38350000000003,20.67,39.39,1.219952202277792,141.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00694,Western,434.3719,14.65,51.52,1.2116428665270371,142.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03148,Western,816.5442,5.97,39.39,1.2069247026491707,143.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08831,Western,693.1773000000001,5.93,33.33,1.1973613134284884,144.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00168,Western,494.6953,11.16,45.45,1.1885467272335843,145.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04807,Western,220.19129999999998,20.09,36.36,1.1840586769271948,146.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06866,Western,220.22990000000004,18.38,33.33,1.1790927940576756,147.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03643,Western,247.36740000000003,14.83,30.3,1.1720314830670928,148.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04568,Western,534.2487000000001,13.32,60.61,1.155038578802143,149.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07639,Western,897.6074000000001,5.58,42.42,1.1535350741593737,150.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07044,Western,204.4312,21.02,36.36,1.150199096359743,151.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07901,Western,485.11999999999995,15.31,63.64,1.1490079207920791,152.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03484,Western,849.7503999999999,6.61,48.48,1.135175857720291,153.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00551,Western,521.0742,12.75,57.58,1.134123600204848,154.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06373,Western,814.6789999999999,8.55,60.61,1.130580335984418,155.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08739,Western,696.6876,9.9,60.61,1.1194947638370394,156.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00310,Western,518.7058999999999,10.02,45.45,1.1189307035522065,157.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00336,Western,456.6508,9.82,39.39,1.1102527496905177,158.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02647,Western,465.39759999999995,8.88,36.36,1.1061912976445396,159.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00374,Western,518.7109,10.55,48.48,1.1059822140258693,160.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08506,Western,525.3511,9.77,45.45,1.104990365339074,161.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02276,Western,67.0451,61.34,36.36,1.10078866006424,162.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08858,Western,204.93060000000003,10.17,18.18,1.0866236715328468,163.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08636,Western,708.6043,6.63,42.42,1.0820005778443111,164.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08182,Western,164.73179999999996,28.38,42.42,1.0767131469368951,165.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08100,Western,737.7626,5.88,39.39,1.0740391403812826,166.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02667,Western,137.09900000000002,31.61,39.39,1.0729634538252044,167.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07235,Western,241.26430000000002,25.88,57.58,1.0658791539774666,168.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06151,Western,730.2944,6.32,42.42,1.0629803334868726,169.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03097,Western,538.599,6.17,30.3,1.0617111277955271,170.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00140,Western,377.6702,12.14,42.42,1.055945699677568,171.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03705,Western,107.82840000000002,39.54,39.39,1.0555917147808866,172.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00396,Western,507.21040000000005,8.28,39.39,1.0397875989106216,173.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04239,Western,678.3199999999999,8.03,51.52,1.0371115003808071,174.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05168,Western,404.9086,9.56,36.36,1.0361151541755889,175.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08658,Western,419.8058,11.39,45.45,1.0294053954790094,176.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07335,Western,500.2992,12.6,60.61,1.023173173186171,177.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02445,Western,181.00979999999998,24.41,42.42,1.0176069134039614,178.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03074,Western,235.14030000000002,16.12,36.36,1.0145775256959317,179.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08206,Western,548.4869,9.7,51.52,1.013008935643564,180.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03213,Western,154.0438,40.22,60.61,1.005622729427041,181.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06327,Western,431.63109999999995,7.28,30.3,1.0039215361022362,182.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08083,Western,434.0883,9.26,39.39,0.9952111062144094,183.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03018,Western,537.2888,7.99,42.42,0.9887004864117919,184.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07879,Western,444.2457,12.28,54.55,0.9820589011701171,185.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07243,Western,258.2104,11.88,30.3,0.9800445853035142,186.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03849,Western,463.19390000000004,5.95,27.27,0.9748863477184295,187.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02546,Western,71.79509999999999,66.68,48.48,0.9675216790622473,188.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07144,Western,517.6378,11.39,60.61,0.9569703850024346,189.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05250,Western,901.2781000000002,2.67,24.24,0.9534122531695725,190.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07845,Western,455.44489999999996,10.35,48.48,0.9526788025464833,191.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05778,Western,205.9803,29.21,63.64,0.9307989732363862,192.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00333,Western,570.8677,8.53,51.52,0.9271708836633662,193.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01307,Western,213.886,16.13,36.36,0.9234424999999999,194.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07148,Western,543.5884000000001,6.84,39.39,0.920560697202278,195.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08217,Western,569.8506,9.83,60.61,0.9092081477032948,196.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07204,Western,103.5033,35.18,39.39,0.9015216870512502,197.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06212,Western,162.9936,32.4,57.58,0.9015009627859336,198.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04442,Western,557.8461,6.52,39.39,0.9005091785095319,199.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02836,Western,725.2918,6.51,51.52,0.8990193484386898,200.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06933,Western,158.4309,21.19,36.36,0.8985949601177732,201.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_07285,Western,984.1370999999999,3.67,39.39,0.8942270752661549,202.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08442,Western,753.4078999999999,5.51,45.45,0.8937088329386434,203.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00078,Western,402.3779,12.33,54.55,0.8931268239423943,204.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04734,Western,465.32199999999995,8.3,42.42,0.8894916167664669,205.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04621,Western,221.9591,27.03,66.67,0.8865899915767695,206.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05248,Western,200.8105,28.5,63.64,0.8853804532797028,207.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03567,Western,246.31740000000002,12.24,33.33,0.8782187521118556,208.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05057,Western,181.0802,16.62,33.33,0.8766539248470726,209.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05914,Western,81.663,52.81,48.48,0.8715891329830233,210.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_02932,Western,225.50439999999998,12.05,30.3,0.8681559169329073,211.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08437,Western,486.40450000000004,6.66,36.36,0.8670915337259102,212.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05455,Western,145.0967,31.27,51.52,0.863894480007616,213.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00856,Western,835.2604999999999,4.78,45.45,0.8595361011840688,214.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01477,Western,117.07619999999999,40.74,54.55,0.8586290527452745,215.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_05575,Western,585.9257,9.32,63.64,0.8448062382425743,216.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_06803,Western,220.6194,24.71,63.64,0.8433640739480199,217.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08382,Western,488.5926,8.0,45.45,0.8414942518837459,218.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01207,Western,793.8517000000002,6.53,60.61,0.8413977602661906,219.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00792,Western,487.10389999999995,5.92,33.33,0.8399810917564812,220.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_00924,Western,128.8007,47.67,72.73,0.8327586286450563,221.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04174,Western,568.3208999999999,5.46,36.36,0.8305760476445396,222.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03957,Western,809.1249,4.4,42.42,0.8199331091662829,223.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_03186,Western,208.78209999999999,16.88,42.42,0.8116632538000919,224.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04846,Western,96.6676,31.34,36.36,0.810910755888651,225.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04299,Western,267.3462,15.91,51.52,0.8098777688499619,226.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_01603,Western,78.29429999999999,32.37,30.3,0.8097081440894568,227.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_08956,Western,96.2135,41.51,48.48,0.8071589298706546,228.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04507,Western,439.16,7.37,39.39,0.8013392423867295,229.0,High,Cooler Subsidy / Display Rack,2500.0
OUT_04261,Western,538.3196,1.49,9.09,0.794941728444004,230.0,High,Cooler Subsidy / Display Rack,2500.0
